name,allegiances,death year,book of death,death chapter,book intro chapter,gender,nobility,got,cok,sos,ffc,dwd,S.No,actual,pred,alive,plod,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
Ralf Stonehouse,Greyjoy,,,,18.0,1,1,0,0,0,0,1,1606,1,1,0.96,0.04,Red Jester,1,Ironborn,,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,0,0,0.033444816,1
Ramsay Snow,None,,,,16.0,1,1,0,1,0,0,1,1607,1,0,0.36,0.64,Lord of the Hornwood,1,Northmen,282.0,,,,,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0.0,1,1,23.0,1,1,1,0.46153846200000004,1
Randa,None,299.0,3.0,34.0,34.0,0,0,0,0,1,0,0,72,1,1,0.746,0.254,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,1
Randyll Tarly,Tyrell,,,,22.0,1,1,0,1,0,1,1,1608,1,0,0.405,0.595,Horn Hill,1,,,,,,,House Tarly,Melessa Florent,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.618729097,1
Rast,Night's Watch,299.0,3.0,26.0,55.0,1,0,1,0,1,0,0,73,0,0,0.132,0.868,,1,,,299.0,,,,Night's Watch,,1,1,1,0,0,,,,,0,0,,0,0,0,0.066889632,0
Ravella Swann,Tully,,,,22.0,0,1,0,0,1,0,0,1611,1,1,0.835,0.165,Acorn Hall,0,,,,,,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.060200669000000005,1
Raymar Royce,Arryn,,,,45.0,1,1,0,0,1,0,0,75,1,1,0.716,0.284,Lord,1,,,,,,,House Royce of the Gates of the Moon,,0,0,1,0,0,,,,,0,1,,0,0,0,0.013377926000000002,1
Raymun Darry,Targaryen,298.0,1.0,55.0,16.0,1,1,1,0,0,0,0,1610,0,0,0.374,0.626,Darry,1,,,298.0,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,0,0,0.076923077,0
Raymund Frey,None,,,,49.0,1,1,0,0,1,0,0,1306,1,1,0.524,0.47600000000000003,Ser,1,,264.0,,,,,House Frey,Beony Beesbury,0,1,1,1,1,,,,1.0,1,1,41.0,0,0,0,0.177257525,1
Raynald Westerling,Stark,299.0,3.0,44.0,14.0,1,1,0,0,1,1,0,1303,0,1,0.738,0.262,Ser,1,,,299.0,,,,House Westerling,,0,0,1,1,0,,,,,0,1,,0,0,0,0.070234114,0
Red Rolfe,House Greyjoy,299.0,2.0,66.0,66.0,1,0,0,1,0,0,0,81,0,0,0.28300000000000003,0.7170000000000001,,1,,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926000000002,0
Reek,None,299.0,2.0,35.0,16.0,1,0,0,1,0,0,0,1943,0,1,0.987,0.013000000000000001,,1,,,299.0,,,,House Bolton,,0,1,0,1,1,,,,,0,0,,0,0,0,0.096989967,0
Renly Baratheon,House Baratheon,299.0,2.0,33.0,15.0,1,1,1,1,0,0,0,1785,0,0,0.45,0.55,Lord Paramount of the Stormlands,1,Stormlands,277.0,299.0,,,,House Baratheon,Margaery Tyrell,1,1,1,1,1,,,,1.0,1,1,22.0,2,1,1,1.0,0
Reysen,Night's Watch,,,,5.0,1,0,0,1,0,0,0,84,1,1,0.7170000000000001,0.28300000000000003,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.023411371,1
Reznak mo Reznak,None,,,,2.0,1,1,0,0,0,0,1,1817,1,1,0.611,0.389,Seneschal,1,Ghiscari,,,,,,House of Reznak,,0,0,0,0,1,,,,,0,1,,0,0,0,0.080267559,1
Rhaegar Frey,None,300.0,5.0,29.0,19.0,1,1,0,0,0,0,1,1872,0,1,0.66,0.34,,1,,269.0,300.0,,,,House Frey,Jeyne Beesbury,0,1,1,1,1,,,,1.0,1,0,31.0,0,0,0,0.133779264,0
Rhogoro,None,,,,3.0,1,1,1,0,0,0,0,1313,1,0,0.485,0.515,Khalakka,1,Dothraki,,,,,,,,1,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
Ricasso,House Martell,,,,2.0,1,0,0,0,0,1,1,1929,1,1,0.9179999999999999,0.08199999999999999,Sunspear,0,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.070234114,1
Richard Horpe,Baratheon,,,,17.0,1,1,0,0,0,0,1,1792,1,1,0.784,0.21600000000000003,Ser,1,,,,,,,House Horpe,,0,0,0,1,1,,,,,0,1,,0,0,0,0.063545151,1
Rickard Karstark,Stark,299.0,3.0,20.0,53.0,1,1,1,1,1,0,0,1814,0,1,0.57,0.43,Karhold,1,Northmen,,299.0,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,1,1,0,0.23076923100000002,0
Rickard Ryswell,Stark,,,,20.0,1,1,0,0,0,0,1,1314,1,0,0.478,0.522,,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.040133779,1
Rickon Stark,House Stark,,,,7.0,1,1,1,1,0,0,0,1877,1,0,0.23600000000000002,0.764,Prince of WinterfellHeir to Winterfell,1,Northmen,295.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,10.0,8,1,1,0.551839465,1
Rigney,None,,,,11.0,1,0,0,0,0,1,0,95,1,1,0.998,0.002,Archmaester,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.003344482,1
Robar Royce,Baratheon,299.0,2.0,6.0,29.0,1,1,1,1,1,0,0,1879,0,0,0.452,0.5479999999999999,Ser,1,Valemen,277.0,299.0,,,,House Royce,,1,1,1,1,0,,,,,0,1,22.0,1,1,0,0.096989967,0
Robb Stark,House Stark,299.0,3.0,51.0,1.0,1,1,1,1,1,0,0,102,0,0,0.036000000000000004,0.9640000000000001,,1,,,,Catelyn Stark,Eddard Stark,Bran Stark,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,7,1,1,1.0,0
Robert Arryn,House Arryn,,,,40.0,1,1,1,0,1,1,0,1796,1,0,0.34,0.66,Eyrie,1,Valemen,292.0,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,13.0,0,0,0,0.321070234,1
Robett Glover,Stark,,,,53.0,1,1,1,1,0,0,1,1880,1,1,0.552,0.44799999999999995,,1,Northmen,,,,,,House Glover,Sybelle Glover,1,1,1,1,1,,,,1.0,1,0,,0,0,0,0.16722408,1
Robin Flint,Stark,299.0,3.0,51.0,63.0,1,1,1,1,1,0,0,1321,0,1,0.6459999999999999,0.354,Lord of Flint's Finger,0,,,299.0,,,,House Flint of Widow's Watch,,1,1,1,1,0,,,,,0,1,,0,0,0,0.050167224,0
Robin Moreland,Lannister,,,,16.0,1,1,0,0,0,1,0,1322,1,1,0.973,0.027000000000000003,Lord,1,,,,,,,House Moreland,,0,0,0,1,1,,,,,0,1,,0,0,0,0.013377926000000002,1
Robin Ryger,Tully,,,,7.0,1,1,0,1,1,1,0,1323,1,0,0.46,0.54,Ser,1,,237.0,,,,,House Ryger,,1,1,1,1,1,,,,,0,1,68.0,0,0,0,0.073578595,1
Rodrik Cassel,Stark,299.0,2.0,66.0,7.0,1,1,1,1,0,0,0,1821,0,0,0.091,0.909,Ser,1,Northmen,,299.0,,,,House Cassel,,1,1,1,1,1,,,,,0,1,,1,1,1,0.397993311,0
Rodrik Harlaw,Greyjoy,,,,11.0,1,1,0,0,0,1,0,1788,1,1,0.897,0.10300000000000001,Harlaw,1,Ironborn,,,,,,House Harlaw,,0,1,1,1,1,,,,,0,1,,0,0,0,0.160535117,1
Rodrik Ryswell,None,,,,32.0,1,1,0,0,0,0,1,1326,1,1,0.8340000000000001,0.166,Rills,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.040133779,1
Roger Hogg,Lannister,,,,27.0,1,1,0,0,0,1,0,1327,1,1,0.784,0.21600000000000003,Ser,1,,,,,,,House Hogg,,0,0,0,1,0,,,,,0,1,,0,0,0,0.026755853,1
Roger Ryswell,Stark,,,,20.0,1,1,0,0,0,0,1,112,1,0,0.478,0.522,,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.046822742,1
Rolder,House Lannister,,,,21.0,1,0,0,0,0,1,0,113,1,1,0.993,0.006999999999999999,,1,,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1
Rolfe,Greyjoy,,,,24.0,1,0,0,1,0,0,0,115,1,1,0.7020000000000001,0.298,,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,1
Rollam Westerling,Stark,,,,14.0,1,1,0,0,1,0,0,117,1,1,0.762,0.23800000000000002,,1,,290.0,,,,,House Westerling,,0,0,1,1,0,,,,,0,0,15.0,0,0,0,0.043478261,1
Rolly Duckfield,Targaryen,,,,8.0,1,0,0,0,0,0,1,1884,1,0,0.29600000000000004,0.7040000000000001,Ser,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,1,,0,0,0,0.086956522,1
Rolph Spicer,Lannister,,,,14.0,1,1,0,0,1,0,0,1851,1,1,0.722,0.278,Ser,0,,,,,,,House Spicer,,0,0,1,1,0,,,,,0,1,,0,0,0,0.060200669000000005,1
Romny Weaver,Greyjoy,,,,18.0,1,1,0,0,0,1,0,118,1,1,0.99,0.01,,1,Ironborn,,,,,,House Weaver,,0,0,0,1,0,,,,,0,0,,0,0,0,0.02006689,1
Ronald Storm,None,,,,61.0,1,0,0,0,0,0,1,119,1,0,0.39399999999999996,0.606,,1,,,,,,,House Connington,,0,0,0,0,1,,,,,0,0,,0,0,0,0.040133779,1
Ronnel Harclay,Night's Watch,,,,48.0,1,1,0,0,1,0,0,121,1,1,0.7390000000000001,0.261,,0,,,,,,,House Harclay,,0,0,1,0,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Ronnet Connington,Baratheon,,,,22.0,1,1,0,1,0,1,1,1818,1,1,0.973,0.027000000000000003,Ser,1,,274.0,,,,,House Connington,,0,1,1,1,1,,,,,0,1,31.0,0,0,0,0.113712375,1
Roose Bolton,Stark,,,,33.0,1,1,1,1,1,0,1,1782,1,1,0.711,0.289,Dreadfort,1,Northmen,260.0,,,,,House Bolton,Bethany Ryswell,1,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.97993311,1
Roose Ryswell,None,,,,32.0,1,1,0,0,0,0,1,125,1,0,0.478,0.522,,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.030100334,1
Rorge,None,300.0,4.0,37.0,1.0,1,0,0,1,1,1,0,1826,0,0,0.08,0.92,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.16722408,0
Roslin Frey,None,,,,35.0,0,1,0,0,1,0,0,1878,1,0,0.446,0.5539999999999999,,1,Rivermen,282.0,,,,,House Frey,Edmure Tully,0,1,1,1,1,,,,1.0,1,0,23.0,6,1,0,0.21739130399999998,1
Rowan,Wildling,300.0,5.0,69.0,37.0,1,0,0,0,0,0,1,128,0,1,0.7829999999999999,0.217,,1,Free folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.060200669000000005,0
Rudge,Night's Watch,,,,60.0,1,0,1,0,0,0,0,129,1,1,0.603,0.397,,0,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1
Rusty Flowers,Night's Watch,,,,7.0,1,0,0,0,0,0,1,133,1,1,0.813,0.187,,1,,,,,,,Night's Watch,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0,1
Ryger Rivers,None,,,,59.0,1,0,1,0,0,0,0,1343,1,1,0.518,0.48200000000000004,,1,,,,,,,House Frey,,1,1,1,1,1,,,,,0,0,,1,1,0,0.023411371,1
Ryk,Wildling,,,,7.0,1,0,0,0,1,0,0,135,1,1,0.9890000000000001,0.011000000000000001,,1,Free folk,,,,,,,Munda,0,0,1,1,1,,,,1.0,1,0,,0,0,0,0.026755853,1
Rupert Brax,House Lannister,299.0,2.0,32.0,32.0,1,0,0,1,0,0,0,1339,0,0,0.193,0.807,Ser,1,,,299.0,,,,House Brax,,0,1,1,0,0,,,,,0,1,,0,0,0,0.040133779,0
Ryman Frey,None,300.0,4.0,44.0,14.0,1,1,0,0,1,1,0,1882,0,0,0.493,0.507,Ser,1,,246.0,300.0,,,,House Frey,,0,1,1,1,1,,,,,0,1,54.0,0,0,0,0.21739130399999998,0
Ryon Allyrion,Martell,,,,38.0,1,1,0,0,1,0,1,1347,1,0,0.48200000000000004,0.518,Ser,1,Dornish,,,,,,House Allyrion,Ynys Yronwood,0,0,1,1,1,,,,1.0,1,1,,0,0,0,0.053511706,1
Salladhor Saan,Baratheon,,,,0.0,1,1,0,1,1,0,0,1833,1,1,0.731,0.26899999999999996,Prince of the Narrow Sea,1,Lysene,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,1,,0,0,0,0.18729097,1
Sallor,None,299.0,3.0,42.0,42.0,1,0,0,0,1,0,0,141,0,0,0.151,0.8490000000000001,,1,Qartheen,,299.0,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0,0,0.030100334,0
Samwell Tarly,Night's Watch,,,,70.0,1,1,1,1,1,1,1,274,1,0,0.313,0.687,,1,Westeros,283.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,22.0,0,0,1,0.969899666,1
Sandor Clegane,None,300.0,4.0,31.0,7.0,1,1,1,1,1,1,0,1854,0,0,0.045,0.955,,1,,270.0,300.0,,,,House Clegane,,1,1,1,1,1,,,,,0,0,30.0,1,1,1,0.695652174,0
Sawane Botley,Greyjoy,299.0,4.0,18.0,1.0,1,1,0,0,0,1,0,1353,0,1,0.937,0.063,Lordsport,1,Ironborn,,299.0,,,,House Botley,,0,1,1,1,0,,,,,0,1,,0,0,0,0.090301003,0
Sansa Stark,Stark,,,,7.0,0,1,1,1,1,1,0,1793,1,1,0.961,0.039,Princess,0,Northmen,286.0,,,,,House Stark,Tyrion Lannister,1,1,1,1,1,,,,1.0,1,1,19.0,10,1,1,1.0,1
Sarella Sand,House Martell,,,,2.0,0,0,0,0,0,1,0,1918,1,1,0.759,0.24100000000000002,,0,Dornishmen,280.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,25.0,1,1,0,0.10367893,1
Sarra Frey,None,,,,49.0,0,1,0,0,1,0,0,1352,1,1,0.797,0.203,,0,,285.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.137123746,1
Satin,Night's Watch,,,,6.0,1,0,0,1,1,0,1,1896,1,0,0.315,0.685,,1,,280.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,25.0,0,0,0,0.10367893,1
Sawwood,Night's Watch,,,,0.0,1,0,0,0,1,0,0,147,1,1,0.7020000000000001,0.298,,1,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.010033445,1
Sedgekins,None,,,,50.0,1,0,0,0,1,0,0,148,1,1,0.746,0.254,,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1
Selyse Florent,Baratheon,,,,0.0,0,1,0,1,1,0,1,1852,1,1,0.528,0.47200000000000003,LadyQueen,0,,,,,,,House Florent,Stannis Baratheon,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.397993311,1
Senelle,House Lannister,300.0,4.0,24.0,3.0,0,0,0,0,0,1,0,1815,0,1,0.797,0.203,,1,,,300.0,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.033444816,0
Serra Frey,None,,,,49.0,0,1,0,0,1,0,0,1360,1,1,0.7609999999999999,0.239,,0,,285.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,20.0,0,0,0,0.137123746,1
Shae,Lannister,300.0,3.0,77.0,62.0,0,0,1,1,1,0,0,1837,0,0,0.46299999999999997,0.537,,0,,280.0,300.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.2909699,0
Shagga,Lannister,,,,39.0,1,0,1,1,0,0,0,1800,1,1,0.73,0.27,,1,Vale mountain clans,,,,,,Stone Crows,,1,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,1
Shagwell,None,300.0,4.0,20.0,30.0,1,0,0,1,1,1,0,1813,0,0,0.07200000000000001,0.9279999999999999,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.08361204,0
Sharna,None,,,,11.0,0,0,0,0,1,0,0,151,1,1,0.81,0.19,,0,,,,,,,,Husband,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.036789298,1
Shireen Baratheon,Baratheon,,,,0.0,0,1,0,1,1,0,1,1783,1,0,0.381,0.619,Princess,0,,289.0,,,,,House Baratheon of Dragonstone,,1,1,1,1,1,,,,,0,1,16.0,4,1,0,0.23076923100000002,1
Shirei Frey,None,,,,49.0,0,1,0,0,1,0,0,1364,1,1,0.823,0.177,,0,,292.0,,,,,House Frey,,0,1,1,1,1,,,,,0,0,13.0,0,0,0,0.043478261,1
Shyra Errol,Baratheon,300.0,4.0,,42.0,0,1,0,1,0,0,0,1893,1,1,0.818,0.182,Haystack Hall,0,,,,,,,House Errol,,0,1,0,0,0,,,,,0,1,,0,0,0,0.013377926000000002,1
Sigfry Stonetree,Greyjoy,,,,19.0,1,1,0,0,0,1,0,156,1,1,0.998,0.002,,1,Ironborn,,,,,,House Stonetree,,0,0,0,1,0,,,,,0,0,,0,0,0,0.003344482,1
Skahaz mo Kandaq,None,,,,2.0,1,1,0,0,0,0,1,1805,1,1,0.503,0.49700000000000005,,0,Ghiscari,,,,,,House of Kandaq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.197324415,1
Skinner,None,,,,12.0,1,0,0,0,0,0,1,160,1,1,0.613,0.387,,1,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.033444816,1
Small Paul,Night's Watch,299.0,3.0,18.0,0.0,1,0,0,0,1,0,0,1612,0,1,0.727,0.273,,1,,,299.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.026755853,0
Softfoot,Night's Watch,299.0,3.0,18.0,0.0,1,0,0,0,1,0,0,165,0,1,0.7240000000000001,0.276,,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.02006689,0
Sour Alyn,None,,,,12.0,1,0,0,0,0,0,1,270,1,0,0.385,0.615,,1,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,1
Spare Boot,Night's Watch,,,,55.0,1,0,0,0,1,0,0,164,1,1,0.99,0.01,,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926000000002,1
Spotted Cat,None,,,,11.0,1,0,0,0,0,0,1,1838,1,1,0.628,0.37200000000000005,,1,Ghiscari,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.050167224,1
Spotted Pate of Maidenpool,Night's Watch,299.0,3.0,55.0,0.0,1,0,0,0,1,0,0,166,0,1,0.813,0.187,,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.013377926000000002,0
Squint,House Greyjoy,299.0,2.0,50.0,50.0,1,0,0,1,0,0,0,167,0,0,0.32299999999999995,0.677,,0,,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.003344482,0
Squirrel,Wildling,300.0,5.0,69.0,37.0,0,0,0,0,0,0,1,168,0,0,0.08,0.92,,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0
Stalwart Shield,Targaryen,300.0,5.0,2.0,2.0,1,0,0,0,0,0,1,1930,0,0,0.19899999999999998,0.8009999999999999,,0,,,300.0,,,,Unsullied,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,0
Steelskin,None,,,,11.0,1,0,0,0,0,0,1,1894,1,1,0.9670000000000001,0.033,,1,Ghiscari,,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.016722408,1
Steffon Swyft,Lannister,,,,27.0,1,1,0,0,0,1,0,1371,1,1,0.805,0.195,Ser,1,,,,,,,House Swyft,,0,0,1,1,1,,,,,0,1,,0,0,0,0.030100334,1
Stevron Frey,Stark,299.0,2.0,35.0,59.0,1,1,1,1,0,0,0,1822,0,1,0.662,0.33799999999999997,Ser,1,,233.0,299.0,,,,House Frey,Corenna Swann,1,1,1,1,1,,,,1.0,1,1,66.0,0,0,0,0.17391304300000002,0
Stiv,Wildling,298.0,1.0,37.0,37.0,1,0,1,0,0,0,0,1913,0,0,0.002,0.998,,0,Wildlings,,298.0,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.033444816,0
Stone Thumbs,Wildling,299.0,3.0,55.0,41.0,1,0,0,0,1,0,0,175,0,0,0.494,0.506,,0,Free Folk,,299.0,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.003344482,0
Stonesnake,Night's Watch,,,,43.0,1,0,0,1,0,0,0,1888,1,1,0.736,0.264,,1,,250.0,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,55.0,0,0,0,0.056856187,1
Stygg,House Greyjoy,,,,37.0,1,0,0,1,0,0,0,1832,1,0,0.03,0.97,,0,,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.036789298,1
Styr,Wildling,300.0,3.0,26.0,7.0,1,1,0,0,1,0,0,1614,0,0,0.158,0.8420000000000001,Magnar of Thenn,1,Free Folk,,300.0,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227,0
Sybassion,None,,,,63.0,1,0,0,1,0,0,0,177,1,1,0.665,0.335,,1,Qarth,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Sybell Spicer,Lannister,,,,14.0,0,1,0,0,1,1,0,1376,1,1,0.848,0.152,Crag,0,,,,,,,House Spicer,Gawen Westerling,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.086956522,1
Sybelle Glover,Stark,,,,26.0,0,1,0,0,0,0,1,1378,1,0,0.42100000000000004,0.579,Deepwood Motte,0,Northmen,,,,,,House Locke,Robett Glover,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.070234114,1
Sylva Santagar,Martell,,,,21.0,0,1,0,0,0,1,0,5,1,1,0.617,0.38299999999999995,Greenstone,0,Dornish,276.0,,,,,House Santagar,Eldon Estermont,0,0,0,1,0,,,,1.0,1,1,29.0,0,0,0,0.043478261,1
Symon Silver Tongue,Lannister,299.0,3.0,32.0,44.0,1,0,0,1,1,0,0,1938,0,0,0.155,0.845,,1,,,299.0,,,,,,0,1,1,0,1,,,,,0,0,,0,0,0,0.046822742,0
Symon Stripeback,Targaryen,,,,70.0,1,0,0,0,0,0,1,179,1,0,0.29600000000000004,0.7040000000000001,,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.043478261,1
Symond Frey,None,300.0,5.0,29.0,19.0,1,1,0,0,0,0,1,1382,0,1,0.6609999999999999,0.33899999999999997,,1,,252.0,300.0,,,,House Frey,Betharios of Braavos,0,1,1,1,1,,,,1.0,1,0,48.0,0,0,0,0.200668896,0
Symond Templeton,Arryn,,,,10.0,1,1,0,0,0,1,0,1381,1,1,0.722,0.278,Ser,0,,,,,,,House Templeton,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,1
Syrio Forel,House Stark,298.0,1.0,50.0,22.0,1,0,1,0,0,0,0,1820,0,1,0.96,0.04,,0,Braavosi,,298.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.12040133800000001,0
Taena of Myr,Lannister,,,,6.0,0,1,0,0,1,1,0,1886,1,1,0.765,0.235,,0,Myrish,276.0,,,,,House Merryweather,Orton Merryweather,0,0,1,1,1,,,,1.0,1,0,29.0,0,0,0,0.113712375,1
Tal Toraq,Targaryen,,,,70.0,1,0,0,0,0,0,1,182,1,1,0.945,0.055,,1,Summer Isles,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.023411371,1
Tallad,Lannister,,,,17.0,1,0,0,1,1,1,0,1383,1,1,0.904,0.096,Ser,1,,,,,,,House Baratheon of King's Landing,,0,1,1,1,1,,,,,0,1,,0,0,0,0.046822742,1
Tanda Stokeworth,Lannister,300.0,4.0,32.0,2.0,0,1,0,1,1,0,0,273,0,1,0.6920000000000001,0.308,Stokeworth,0,,,300.0,,,,House Stokeworth,,1,1,1,1,1,,,,,0,1,,1,1,0,0.113712375,0
Tanton Fossoway,Baratheon,,,,22.0,1,1,0,1,0,0,0,1384,1,0,0.32299999999999995,0.677,Ser,0,,,,,,,House Fossoway of Cider Hall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.023411371,1
Ternesio Terys,None,,,,74.0,1,0,0,0,1,0,0,1385,1,1,0.963,0.037000000000000005,Captain,1,Braavosi,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.023411371,1
Terrance Lynderly,Arryn,,,,41.0,1,1,0,0,0,1,0,188,1,1,0.968,0.032,,0,,,,,,,House Lynderly,,0,0,0,1,0,,,,,0,0,,0,0,0,0.016722408,1
Theo Frey,None,,,,29.0,1,1,1,0,0,0,0,190,1,1,0.6659999999999999,0.33399999999999996,Ser,1,,,,,,,House Frey,,1,0,0,0,0,,,,,0,1,,0,0,0,0.013377926000000002,1
Theodan Wells,Stark,,,,43.0,1,1,0,0,0,1,1,1387,1,1,0.95,0.05,Ser,0,Northmen,,,,,,House Wells,,0,0,0,1,1,,,,,0,1,,0,0,0,0.016722408,1
Theon Greyjoy,House Greyjoy,,,,1.0,1,1,1,1,0,0,1,1786,1,0,0.259,0.741,green lands,1,Ironmen,278.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,27.0,4,1,1,1.0,1
Thistle,Wildling,300.0,5.0,0.0,0.0,0,0,0,0,0,0,1,192,0,1,0.7240000000000001,0.276,,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.016722408,0
Thoren Smallwood,Night's Watch,299.0,3.0,18.0,6.0,1,1,0,1,1,0,0,1850,0,0,0.22,0.78,First Ranger,1,,,299.0,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,0,0,0.086956522,0
Three Toes,None,,,,44.0,1,0,0,0,1,0,0,1847,1,0,0.225,0.775,,1,,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926000000002,1
Three-Tooth,Greyjoy,,,,11.0,0,0,0,0,0,1,0,1393,1,1,0.9940000000000001,0.006,Ten Towers,0,Ironborn,,,,,,House Harlaw,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1
Tim Tangletongue,Night's Watch,,,,69.0,1,0,0,0,1,0,0,1392,1,1,0.983,0.017,,0,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.013377926000000002,1
Timeon,None,300.0,4.0,20.0,21.0,1,0,0,0,1,1,0,1835,0,0,0.055999999999999994,0.9440000000000001,,1,Dornish,,300.0,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.056856187,0
Timett,Lannister,,,,56.0,1,0,1,1,0,0,0,50,1,0,0.207,0.7929999999999999,red hand,1,Vale mountain clans,278.0,,,,,Burned Men,,1,1,1,0,1,,,,,0,1,27.0,0,0,0,0.073578595,1
